cell,predict_cell,step
PAT16(EAC)_BK046,PAT9(NDBE)_J_320,1
PAT16(EAC)_BK047,PAT16(EAC)_A_123,1
PAT16(EAC)_BK048,PAT16(EAC)_A_301,1
PAT16(EAC)_BK051,PAT16(EAC)_A_151,1
PAT16(EAC)_BK052,PAT20(CARD)_F_205,1
PAT16(EAC)_BK054,PAT16(EAC)_A_341,1
PAT16(EAC)_BK056,PAT16(EAC)_A_251,1
PAT16(EAC)_BK058,PAT20(CARD)_F_25,1
PAT16(EAC)_BK060,PAT16(EAC)_A_304,1
PAT16(EAC)_BK063,PAT6(HGD)_I_331,1
PAT16(EAC)_BK071,PAT16(NDBE)_B_203,1
PAT16(EAC)_BK073,PAT16(EAC)_A_131,1
PAT16(EAC)_BK075,PAT16(EAC)_A_220,1
PAT16(EAC)_BK077,PAT16(EAC)_A_248,1
PAT16(EAC)_BK080,PAT16(EAC)_A_158,1
PAT16(EAC)_BK081,PAT16(EAC)_A_83,1
PAT16(EAC)_BK082,PAT16(EAC)_A_106,1
PAT16(EAC)_BK086,PAT16(EAC)_A_68,1
PAT16(EAC)_BK087,PAT16(EAC)_A_105,1
PAT16(EAC)_BK088,PAT20(HGD1)_D_280,1
PAT16(EAC)_BK090,PAT16(EAC)_A_141,1
PAT16(EAC)_BK091,PAT16(EAC)_A_242,1
PAT16(EAC)_BK092,PAT16(EAC)_A_223,1
PAT16(EAC)_BK102,PAT16(EAC)_A_164,1
PAT16(EAC)_BK107,PAT16(EAC)_A_222,1
PAT16(EAC)_BK108,PAT16(NDBE)_B_29,1
PAT16(EAC)_BK110,PAT16(NDBE)_B_332,1
PAT16(EAC)_BK112,PAT16(EAC)_A_154,1
PAT16(EAC)_BK113,PAT16(EAC)_A_144,1
PAT16(EAC)_BK114,PAT16(EAC)_A_57,1
PAT16(EAC)_BK116,PAT16(NDBE)_B_360,1
PAT16(EAC)_BK117,PAT16(EAC)_A_186,1
PAT16(EAC)_BK118,PAT16(EAC)_A_133,1
PAT16(EAC)_BK119,PAT16(EAC)_A_165,1
PAT16(EAC)_BK121,PAT16(EAC)_A_205,1
PAT16(EAC)_BK122,PAT16(EAC)_A_295,1
PAT16(EAC)_BK124,PAT16(EAC)_A_344,1
PAT16(EAC)_BK127,PAT16(EAC)_A_196,1
PAT16(EAC)_BK128,PAT16(EAC)_A_90,1
PAT16(EAC)_BK129,PAT20(ESO)_E_214,1
PAT16(EAC)_BK130,PAT14(HGD)_C_18,1
PAT16(EAC)_BK131,PAT16(EAC)_A_103,1
PAT16(EAC)_BK132,PAT16(EAC)_A_362,1
PAT16(EAC)_BK133,PAT16(EAC)_A_160,1
PAT16(EAC)_BK136,PAT16(EAC)_A_309,1
PAT16(EAC)_BK137,PAT16(EAC)_A_320,1
PAT16(EAC)_BK138,PAT16(EAC)_A_240,1
PAT16(EAC)_BK139,PAT16(EAC)_A_54,1
PAT16(EAC)_BK140,PAT16(EAC)_A_137,1
PAT16(EAC)_BK142,PAT16(EAC)_A_98,1
PAT16(EAC)_BK143,PAT16(EAC)_A_67,1
PAT16(EAC)_BK144,PAT16(EAC)_A_93,1
PAT16(EAC)_BK147,PAT16(EAC)_A_97,1
PAT16(EAC)_BK153,PAT16(EAC)_A_267,1
PAT16(EAC)_BK154,PAT16(EAC)_A_227,1
PAT16(EAC)_BK155,PAT19(LGD)_B_131,1
PAT16(EAC)_BK158,PAT16(EAC)_A_202,1
PAT16(EAC)_BK160,PAT16(EAC)_A_249,1
PAT16(EAC)_BK162,PAT16(EAC)_A_115,1
PAT16(EAC)_BK163,PAT16(EAC)_A_12,1
PAT16(EAC)_BK164,PAT16(EAC)_A_324,1
PAT16(EAC)_BK166,PAT20(HGD1)_D_90,1
PAT16(EAC)_BK167,PAT16(NDBE)_B_78,1
PAT16(EAC)_BK168,PAT16(EAC)_A_77,1
PAT16(EAC)_BK169,PAT16(EAC)_A_337,1
PAT16(EAC)_BK172,PAT16(EAC)_A_79,1
PAT16(EAC)_BK174,PAT16(EAC)_A_73,1
PAT16(EAC)_BK176,PAT16(EAC)_A_219,1
PAT16(EAC)_BK177,PAT16(EAC)_A_71,1
PAT16(EAC)_BK185,PAT16(EAC)_A_298,1
PAT16(EAC)_BK186,PAT9(NDBE)_J_113,1
PAT16(EAC)_BK191,PAT16(EAC)_A_116,1
PAT16(EAC)_BK192,PAT20(CARD)_F_79,1
PAT16(EAC)_BK194,PAT16(EAC)_A_112,1
PAT16(EAC)_BK195,PAT16(EAC)_A_60,1
PAT16(EAC)_BK197,PAT9(NDBE)_J_96,1
PAT16(EAC)_BK199,PAT16(EAC)_A_238,1
PAT16(EAC)_BK200,PAT16(EAC)_A_300,1
PAT16(EAC)_BK202,PAT16(EAC)_A_121,1
PAT16(EAC)_BK203,PAT16(EAC)_A_277,1
PAT16(EAC)_BK204,PAT16(EAC)_A_30,1
PAT16(EAC)_BK205,PAT16(EAC)_A_281,1
PAT16(EAC)_BK206,PAT16(EAC)_A_319,1
PAT16(EAC)_BK207,PAT16(EAC)_A_5,1
PAT16(EAC)_BK208,PAT16(EAC)_A_61,1
PAT16(EAC)_BK211,PAT16(EAC)_A_182,1
PAT16(EAC)_BK212,PAT9(NDBE)_J_110,1
PAT16(EAC)_BK214,PAT16(EAC)_A_260,1
PAT16(EAC)_BK215,PAT16(EAC)_A_181,1
PAT16(EAC)_BK216,PAT16(EAC)_A_10,1
PAT16(EAC)_BK220,PAT16(EAC)_A_228,1
PAT16(EAC)_BK222,PAT16(EAC)_A_1,1
PAT16(EAC)_BK224,PAT16(EAC)_A_366,1
PAT16(EAC)_BK230,PAT16(EAC)_A_66,1
PAT16(EAC)_BK234,PAT16(EAC)_A_33,1
PAT16(EAC)_BK235,PAT16(EAC)_A_78,1
PAT16(EAC)_BK238,PAT16(EAC)_A_318,1
PAT16(EAC)_BK239,PAT16(EAC)_A_203,1
PAT16(EAC)_BK240,PAT16(EAC)_A_303,1
PAT16(EAC)_BK242,PAT16(EAC)_A_136,1
PAT16(EAC)_BK244,PAT16(EAC)_A_327,1
PAT16(EAC)_BK249,PAT16(EAC)_A_315,1
PAT16(EAC)_BK250,PAT16(EAC)_A_13,1
PAT16(EAC)_BK256,PAT16(NDBE)_B_255,1
PAT16(EAC)_BK257,PAT16(EAC)_A_109,1
PAT16(EAC)_BK260,PAT16(EAC)_A_117,1
PAT16(EAC)_BK262,PAT16(EAC)_A_215,1
PAT16(EAC)_BK263,PAT20(CARD)_F_1,1
PAT16(EAC)_BK267,PAT20(HGD1)_D_339,1
PAT16(EAC)_BK269,PAT16(EAC)_A_368,1
PAT16(EAC)_BK272,PAT20(CARD)_F_364,1
PAT16(EAC)_BK277,PAT16(EAC)_A_183,1
PAT16(EAC)_BK278,PAT16(EAC)_A_111,1
PAT16(EAC)_BK279,PAT16(EAC)_A_351,1
PAT16(EAC)_BK280,PAT16(EAC)_A_174,1
PAT16(EAC)_BK281,PAT16(EAC)_A_374,1
PAT16(EAC)_BK282,PAT19(LGD)_B_116,1
PAT16(EAC)_BK283,PAT19(LGD)_B_45,1
PAT16(EAC)_BK284,PAT16(EAC)_A_96,1
PAT16(EAC)_BK285,PAT16(EAC)_A_99,1
PAT16(EAC)_BK289,PAT16(EAC)_A_11,1
PAT16(EAC)_BK290,PAT19(LGD)_B_262,1
PAT16(EAC)_BK291,PAT16(EAC)_A_124,1
PAT16(EAC)_BK292,PAT16(EAC)_A_378,1
PAT16(EAC)_BK296,PAT16(EAC)_A_119,1
PAT16(EAC)_BK297,PAT16(EAC)_A_190,1
PAT16(EAC)_BK298,PAT16(EAC)_A_364,1
PAT16(EAC)_BK301,PAT16(EAC)_A_297,1
PAT16(EAC)_BK302,PAT16(EAC)_A_76,1
PAT16(EAC)_BK304,PAT16(EAC)_A_207,1
PAT16(EAC)_BK305,PAT6(HGD)_I_147,1
PAT16(EAC)_BK308,PAT20(HGD1)_D_285,1
PAT16(EAC)_BK309,PAT16(EAC)_A_284,1
PAT16(EAC)_BK314,PAT16(EAC)_A_129,1
PAT16(EAC)_BK317,PAT16(EAC)_A_32,1
PAT16(EAC)_BK318,PAT16(EAC)_A_102,1
PAT16(EAC)_BK319,PAT16(EAC)_A_170,1
PAT16(EAC)_BK320,PAT16(EAC)_A_139,1
PAT16(EAC)_BK322,PAT16(EAC)_A_323,1
PAT16(EAC)_BK323,PAT16(EAC)_A_63,1
PAT16(EAC)_BK324,PAT16(EAC)_A_244,1
PAT16(EAC)_BK326,PAT16(EAC)_A_178,1
PAT16(EAC)_BK327,PAT16(EAC)_A_64,1
PAT16(EAC)_BK329,PAT14(NDBE)_D_42,1
PAT16(EAC)_BK330,PAT16(EAC)_A_189,1
PAT16(EAC)_BK332,PAT16(EAC)_A_381,1
PAT16(EAC)_BK334,PAT16(EAC)_A_232,1
PAT16(EAC)_BK335,PAT16(EAC)_A_356,1
PAT16(EAC)_BK339,PAT16(EAC)_A_15,1
PAT16(EAC)_BK341,PAT20(CARD)_F_250,1
PAT16(EAC)_BK344,PAT16(EAC)_A_38,1
PAT16(EAC)_BK346,PAT16(EAC)_A_287,1
PAT16(EAC)_BK347,PAT16(NDBE)_B_314,1
PAT16(EAC)_BK348,PAT16(EAC)_A_236,1
PAT16(EAC)_BK351,PAT16(EAC)_A_35,1
PAT16(EAC)_BK352,PAT16(EAC)_A_377,1
PAT16(EAC)_BK353,PAT16(EAC)_A_58,1
PAT16(EAC)_BK354,PAT16(EAC)_A_230,1
PAT16(EAC)_BK355,PAT6(HGD)_I_260,1
PAT16(EAC)_BK356,PAT16(EAC)_A_256,1
PAT16(EAC)_BK357,PAT20(ESO)_E_283,1
PAT16(EAC)_BK358,PAT16(EAC)_A_199,1
PAT16(EAC)_BK361,PAT6(HGD)_I_312,1
PAT16(EAC)_BK368,PAT16(EAC)_A_42,1
PAT16(EAC)_BK370,PAT16(NDBE)_B_46,1
PAT16(EAC)_BK371,PAT16(EAC)_A_325,1
PAT16(EAC)_BK372,PAT16(EAC)_A_34,1
PAT16(EAC)_BK373,PAT16(EAC)_A_345,1
PAT16(EAC)_BK374,PAT16(EAC)_A_175,1
PAT16(EAC)_BK375,PAT6(HGD)_I_22,1
PAT16(EAC)_BK376,PAT16(EAC)_A_27,1
